content,at
"parah makin banyak masalah ini kartu, kenapa sinyal nya hilang hilang sih padahal lagi ngegame pokoknya gua saranin kalau mau kompetitif jangan pakai kartu by.u sinyal jelek pakai sebagai kartu terpaksa aja ngk stabil sering terjadi padahal gua udah lama pakai ni provider mengecewakan 👎🏻👎🏻👎🏻",2025-05-13 19:25:46
"aplikasinya bagus, sinyal lumayan/kadang lag cuma kurangnya kejujuran gatau ini hpku apa gimana, aku beli kuota 7gb tertera di hpku terkurang 6,3gb pas di cek di aplikasi udah abis kuotanya, takutnya maap"" nih dikorup jg tapi bisa aja hpku, tlg ya min",2025-05-09 08:15:07
jaringan bagus tapi kadang sinyalny agk agak jelek kalau di dalam kamar atau rumah. bagus sinyalnya buat oudor doang .sama tolong kenapa saya kirimkan kode dial *888# atau *444# kenapa kode mmi tidak valid atau apalah gak bisa ya padahal mau isi pulsa kan jadi suusah,2025-04-29 13:50:44
"Sangat mengecewakan,,, 3 bulan pemakaian lancar, kesini makin gak jelas, beli paket,,, udah bayar gak masuk, beli pulsa udah bayar juga gak masuk lagi aja,,, lama lama jdi aplikasi penipuan,,,, Kembalikan saldo buat paket sama pulsa saya 25 k x 2 : 50 k 🥴 Baru bintang saya kasih 5 Walaupun agak lumayan lama paket plus pulsa udah masuk Terimakasih .",2023-12-06 21:13:57
"udh bagus, murah juga tapi boros banget padahal cuma buat main game, terus scroll tiktok paling 2-3 menit doang udh 600mb,terus datanya mati sendiri saat main game ataupun nnton youtube dan dll, moga diperbaiki lagi",2025-04-23 09:10:14
Jujur tiap mau pakai By U sering lag banget. Nunggu beberapa menit atau bahkan sampai 1 jam baru internetnya jalan. Udah direstart berkali-kali tetap sama aja. Mungkin bisa dievaluasi lagi dari pihak By U.,2025-04-08 20:08:08
"lumayan bagus,tp sinyal suka hilang dan kalo udah ilang itu bisa seharian, internet suka bengong,padahal di perkotaan aneh aja gitu sinya bisa ilang,komplain cs ga ada satset satset nya, pada makan gajih buta lo cs. 🤣",2025-04-23 11:24:03
aplikasi by.u ini sangat bagus paketan internet nya sangat murah,2025-05-27 20:04:24
"Maaf saya kasi bintang 1, sekaligus saya uninstall aplikasi by. U. Sinyalnya ga stabil, pake yg 10gb 50rb, ga stabil. Pake yg unlimited 1,5mbps sebulan 140rb tetap ga stabil. Mohon maaf sebelumnya tapi terus terang saya menyesal pake by. U. Selamat tinggal by. U, kalo ada perbaikan jaringannya mungkin kita bertemu lagi. Terimakasih pelayanan mu selama ini.",2020-11-06 23:47:02
"Aplikasi belom user frendly Aktifasi Esim sangat amat susah dibandingkan oprator lain QR code Esim tidak bisa di unduh,sekalipun di Screenshot tidak bisa di daftarkan. Saran untuk lebih baik dan lebih user frendly dan QR code Esim sebaiknya di kirimkan VIA EMAIL PELANGGAN",2025-04-24 21:07:55
"Parah banget.....dulu memang bagus...sebulan full normal internet,sekarang baru juga 2 minggu jaringan full tapi g bisa internetan...kayak yg dibatasi....sangat kecewa Buat download 30mb saja sampai 1 jam....paraaahhh",2023-01-02 04:32:43
"maap min. aku mau nanya untuk telkomsel saat ini lagi kenapa?masa sinyalnya ditempatku jadi susah? downlot apk 90 mb aja 5 menitan baru 1%? ntah itu by u/telkom dan gagal donlot. apa di desa udah gak terlalu terurus ya? beda ama indosat noh, satset sinyalnya di desa sekarang. banyak yang pake indosat juga sekarang. mohon di perbaiki ya min,kalau gini trus terpaksa harus ganti nih. dulu bagus noh sinyalnya, youtube 480p lancar, tapi sekarang 144 aja lolanya minta ampun.Adminya fast respon mtap👍",2025-03-30 09:17:22
"hanya satu yang ingin saya katakan, ""perbanyak gratisan"" itu akan sangat membantu pengguna byu, maka akan lebih banyak pengguna byu yang akan datang, kebanyakan orang mencari kartu ialah mencari gratisan nya.",2025-04-02 11:36:16
"sangat mengecewakan,mending gk usah di pakai atau di hapus aja dari google play,,sinyal burik banget suka lemot,,saran gw mending gk usah download,,dan gk usah pakai kartu By.U sumpah sinyal nya dan jaringan nya jelek nya minta ampun. sampah memang ini.👎🏻👎🏻",2025-05-02 14:37:23
"kenapa jadi lag banget dah kalo sekarang,kan bikin emosi ya udah buang buang uang buat jaringa tercepat tapi malah ngelag banget,perbaiki cokkk malas kali jaringan udah ngelag terus kalo ngelag harus nyalain mode pesawat lagi,halkhhhh ribet",2025-04-06 18:54:06
"aplikasi nya payah bener dah, gua jadi susah beli Kouta nya, gua pemakai lamaa byu, tapi semenjak aplikasi nya di perbarui, malah jadi buruk aplikasi nyaa, tolong dibenerin lagi lah, bug nya makin ga jelas aja",2025-05-02 19:04:04
ketika saya ingin mengisi paket data di aplikasi ini saya tiba tiba keluar sendiri dari aplikasi terus muncul tulisan aplikasi berhenti terus saya coba lagi malah tetep keluar aplikasi lagi jadi tolong perbaiki aplikasi ini,2025-05-06 15:12:47
jaringan emang bagus kadang pas main game ping merah tiba tiba trus saat ping merah saya harus mengubah jaringan ke 3G dulu kemuan di ubah lagi ke 4G kan kalau begini membuat saya kehilangan poin rank game saya disebabkan afk terlalu lama,2025-04-06 00:38:56
"Kenapa sih kox kadang2 susah buat buka aplikasi nya, padahal sinyal lancar, kuota nya jg masih ada soal nya buka youtube dan lain-lain masih bisa, sama sinyal nya kadang2 suka berubah jadi h+",2020-05-01 20:33:02
"beli kuota sekarang selalu kendala. seperti sekarang, beli kuota dan bayar via gopay tapi kuota g masuk padahal gopay kepotong. buat komplain juga susah. payah. udh gitu tiap hujan pasti hilang sinyal internetnya. apa bedanya dengan kartu sebelah?",2025-04-07 02:24:13
"apk byu jelek ny minta ampun tolong yh benerin lagi saya susah lho mau masuk apk byu buat isi kuota tapi malah harus login ulang kadang harus keluar lagi nyusahin tau, update lagi lah minimal yang bener jangan sampe sya yapping gajelas lagi di sini cuma karna byu masih lag atau pun ga bisa masuk lagi🙄🙄",2025-05-16 09:25:22
"terima kasih nindy sudah mendengarkan keluhan kita sehingga tampilan by. U yg sekarang jauh lebih baik dari sebelumnya yg kebanyakan BUG, Tinggal masalah pembayaran via VA Aja nih yg kadang masih bermasalah untuk beberapa bank",2025-04-11 08:34:37
"sinyal buruk banget di siak, jelek, jelek banget sumpah. mau di ubah jaringan dari 2g ke 4g lagi kek, mode pesawat kek, restart hp kek. ga ada ngaruhnya",2025-05-09 06:00:58
"Jengkel sumpah pulsa tiba tiba habis padahal paketan masih ada, plis lah kenapa gak ada fitur non aktip pulsa jadi data, terus kenapa gak ada inpo tiba tiba ada pemberitahuan pulsa abis gitu aja. Sumpah parah",2025-05-06 18:58:35
"Ga ada peningkatan sinyal, memang bener harganya murah meriah TAPI SINYALNYA MERAH MEREKAH jadi tolong bantuannya agar sinyalnya jangan terlalu buruk kaya gini, buka video bentar bentar ngeleg kan jadi ga betah itu saja terimakasih",2025-05-09 18:57:59
"tolong dibenerin lah jaringan kenapa ngeleg banget,gimana mau maju kalau masalah ini aja ngak di respon,mending pindah ke kartu lain aja kalau gini terus,beli paket bulanan trus tapi kualitas kek gini mengecewakan.",2025-04-27 22:02:35
"Maaf kak sldo top up saya belum masuk, tapi e wallet sakdo berkurang Chat di aplikasi dialihkan ke gmail Chat di gmail ngak dibalas Edit : Kakak minta lebih detail permasalahannya, sudah saya detailkan kak melalui keluhan aplikasi, gmail yg diminta server tapi jawaban dari pihak by. U hanya template yang diulang ulang🙈",2025-03-27 09:15:12
"Daerah lembang masih sering ng. lag klo d pake main game, terus d pake youtube masih sering buffering apalagi klo malam. minta d upgrade dong min kualitas signal nya. thanks",2025-04-01 21:08:27
cs sangat tidak responsif untuk membantu permasalahan. barcode untum connect e sim diberi waktu kurang dari 1 menit untuk connect ke hp. penanganan sangat lambat,2025-04-25 19:55:10
"ga bisa dibuka aplikasi nya dan pertama kali pake dan pertama kali nya aktivasi kartu by langsung diberondong berbagai sms yg dimna ikutan layanan game ato apalah itu padahal baru pertama aktifasi 😔 isi pulsa 50rbu langsung hbis tinggl 130 perak aja,,takut banget isi pulsa klo kayak gini 😔",2025-05-01 18:52:54
"Saya order kartu perdana dari app by.U dari tanggal 27 & 29 April sampai tanggal 04 Mei belum dikirim kirim, saya chat CSnya nomor yang saya pesan belum ada Resi pengiriman nya dan akhirnya di bantu oleh CSnya untuk jadwal ulang pengiriman kartu. saya kecewa sekali dengan systemnya 👎",2025-05-06 08:00:28
"terlalu boros kuota padahal baru 2/3 hari sudah mau abis ,,,,nnton youtube kualitas video yg paling rendah pdhal tapi ttep boros ,,,jaringannya juga jelek 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️ mending beralih lagi ke telkomsel dri pda ke by U terlalu boros",2025-04-30 03:36:09
"katanya sinyal no.1 Telkomsel tapi kok jelek liat sw aja muter muter terus sama dipake game ngelag,, buka aplikasi by.u kalo gak ada kuota jadi gak bisa asal nya kan bisa di buka walaupun gak ada kuota",2025-05-11 19:11:52
bagus si soalnya jaringannya lancar edit : bagus soal jaringannya tapi aplikasinya error Mulu kaga ada penyelesaiannya dari beberapa bulan lalu.,2025-05-06 23:01:41
jujur aplikasi ini udah bagus banget dan murah tapi masih sering muncul bug ntah itu ngga bisa nukar koin atau pun pulsa 20 menit baru ke baca masa kartu by.u ini dan meskipun ini 1 jaringan sama Telkomsel tapi jujur ini kartu boros kuota sumpha kuotanya boros sekali,2025-05-12 20:39:13
saya melakukan pembelian dengan pembayaran gopay tapi paket internet nya tidak masuk sedangkan transaksi di aplikasi gopay berhasil saldo saya berkurang tapi paket internet tidak masuk sudah minta bantuan dengan fitur chat dengan Nindy tapi tidak memberikan solusi,2025-04-08 10:58:39
"Saya nemu bug di penggunaan signal, jika pakai signal 4g aplikasi akan error, tapi jika pakai signal H+, aplikasi bisa di buka. Tolong developer perbaiki di sistem jaringannya",2021-06-22 17:31:10
"sinyal lemah padahal Jabotabek, buat main game gak jelas , setiap buka aplikasi by u selalu terjadi kesalahan , udah ngajuin laporan ke chat live tapi slow respon , bener² buruk banget provider by.u nyesel gue pake by.u",2025-04-19 22:30:13
aku kasih 2 bintang karena pada awal aku gunakan apk by.U ini ga ada masalah setelah di update malah keluar dengan sendirinya dan ga bisa masuk lagi.. padahal semua udah versi terbaru,2025-05-08 22:58:16
"udah 2x isi beli kuota tapi ga ada satupun yang masuk, padahal sebelumnya biasa aja... semakin kesini semakin jelek aja... mau komplain malah ga beres aplikasi byu nya... ga ada respon pas mau chat agent nya... kecewa sih...",2025-04-01 17:08:56
"pertama pakai enK, kok sekarang aplikasinya malah gak bisa dibuka, setiap dibuka malah close sendiri. udah berbagai cara dicoba tetap gak mau.",2025-05-02 21:01:02
"aplikasinya banyak kendalanya :( lemot buka pembayaran gagal tp lumayan lancar sih walaupun ga selancar dulu internetnya, + nya transaksinya sllu lancar. pertahankan ya",2025-05-05 08:11:09
"aplikasi selalu erorrrr , pembayaran langsung dari aplikasi bank maupun VA sering eror. bete bngt . GK kyk dluuuuu . signal kalau hujan pasti by U lemah kadang tidak ada connection.",2025-05-12 10:19:35
awalnya saya baru ingin membeli E-sim By.u krn tertarik dgn kata orang sinyalnya bagus. namun saat masuk menu memilih nomornya selalu loading lama sekali. saya menjadi ragu,2025-03-30 14:08:09
sinyalnya bagus bgt saking bagusnya kalu ada angin sinyalnya ikut terbang entah kemana tolong lah katanya sinyalnya sama kaya Telkomsel tapi di rumah ada yang pake Telkomsel sinyalnya lancar² aja pake byu malah sering ngeleg,2025-04-07 10:50:28
"pakai by u udah 5 tahun, awal-awal dulu jaringannya masih bagus, kok makin kesini jadi lemot gini ya by u, gak stabil gini jaringannya.",2025-05-07 23:46:40
"apa2an .. tiap mau masuk aplikasi nya gagak Mulu... katanya cek jaringan ..padahal mah bagus ,,, selama 5 tahun pake byu gak pernah kecewa ..sekarang kecewa... susah bgt masuk aplikasi nya",2025-05-22 18:53:00
"Aplikasi paling lelet banget, Internet ya mahal mending pake simpati atau kartu AS, sering muncul tisan ada kesalahan.. Ntah apa ga jelas.. Pokoknya byU ini tidak direkomendasi.",2025-04-10 08:52:41
"ampas, pdhl Telkomsel ditmpt gw jaringannya bagus, awa beli by.u emng bagus dan lumayan kenceng tpi skrng jelek bngt walaupun bar sinyal selalu full tpi buat buka tiktok loading doang apalagi buka play store malah gabisa pdhl kuota gw bnyk, gajelas bngt",2025-04-05 13:40:22
aku udah 3 tahun pake by u tapi baru tahun ini ngerasain jaringannya lemot banget signalnya kadang 1 kadang 2 gitu mulu serius deh kalo gini mulu sebagai pelanggan bakal beralih gak cuma aku tapi keluargaku juga merasakan yg sama,2025-05-03 22:35:45
"Buruk, pelayanan rendah.... jadi gini, kenapa gua bilang begitu? Karena gua ngerasain sendiri rasanya sinyal penuh tapi kecepatan internet sangat kentara jikalau itu sengaja diperlambat, mungkin karena pengeluaran kuota gua udh lebih dari 20 GB ( itu kebutuhan buat upload Drive, download, dll ) jadi udh gk secepat awal pake. Awalnya curiga masalah dari hp sendiri, tapi tempat gua masih sama dan ketika gua beli kartu by.u lagi dengan akun baru.. kecepatan nya berbeda/ lebih cepat. Paham kan gaes?",2023-09-16 21:07:42
"saya kesel karena saya tidak bisa menggunakan aplikasi by.U,waktu saya buka malah dapat peringatan yang menyatakan bahwa saya tidak bisa menggunakan aplikasi by.U karena terdeteksi adanya emulator, padahal di HP saya tidak ada emulator, bahkan saya nggak tau emulator itu apa",2025-04-20 21:22:21
saya pengguna lama by u tolong dong kenapa sekarang aplikasinya GK bisa di gunakan.. mau masuk aplikasi gak bisa keluar sendiri truuus.. update udah install ulang udah hapus data cache udah udha ikuti prosedur bahkan uninstall dan install ulang masih GK bisa gimna ini kecewa saya sebagai costumer,2025-05-18 19:21:05
"tolong untuk sinyal internet ny di benerin dululah,beli Kouta tapi GK bisa di pakai percuma,jangan kan buat buka aplikasi yg lain buat buka FB aja loding lol,jangkauan luas apa kalau sinyal lelet stenga mati,rugi saya beli Kouta Bayu ini jadi beli Kouta lagi buat kartu Lain nya. bikin emosi",2025-05-02 19:17:44
"kenapa ga mau kebuka aplikasi by u nya, kek ngeleg. tapi mau ambil kuota di telepon malah ada kesalahan,agak laen ya,padahal udah pake wifi tetap aja ga kebuka aplikasi nya",2025-05-20 17:36:42
aplikasi/kartu jelek masa kita habis beli data pake pulsa terus pulsa nya masih sisa ikut terkuras pulsa nya paket nya juga terkuras aneh ngga bisa di kunci lagi pulsa nya mending telkomsel deh nyesel beli kartu nya ini aj9,2025-04-30 18:25:01
"Sebelumnya maaf. Kok sering keluar tulisan,maaf terjadi kesalahan. Itu kenapa ya? Padahal udah di maafin berkali kali. Masih saja diulang kembali. Kaya si dia hehe. Tapi tetep bintang 5 kok. Ke depanya tolong di perbaiki ya kak,agar keluhan kastamer teratasi. Mantap sinyalnya. Lancar jaya pokoknya dah",2021-07-29 15:19:34
"makin kesini jaringan makin hilang, pas main ml ping gak pernah stabil , tolong tingkatin performa jaringannya!!",2025-05-15 21:45:58
by.U blm ada peningkatan di jaringan jelek apalagi dipake buat game online giliran di komen disuruh curhat ke Instagram kenapa ga langsung di perbaiki? mempersulit iya percuma paket murah kalo jaringan ga elit,2025-04-23 14:49:13
"jelek, logout sendiri nggak jelas. pas mau login balik pake nomor, kolom buat ngisi nomornya malah ga bisa dipencet. mending benerin Sono, dari pada notif doang kenceng ngeganggu",2025-05-18 19:35:21
"Sebelumnya g ada kendala , tapi baru"" ini saya top up lewat dana dan berhasil kirim pulsa ke no by.u , tapi saya liat di app by.u pulsanya belum masuk dan saldo dana saya sudah terpotong , mohon lebih dipedulikan lagi masalah begini , karna tentunya saya merasa dirugikan, makasih",2020-06-04 13:09:55
"saya sangat menyesal menggunakan kartu by u saya sudah melakukan transaksi dari aplikasi by u dan saldo dana sudah terpotong tapi kouta internetnya tidak masuk saya sdh tunggu lebih dari 30 menit dengan jaringan yang lancar, ternyata transaksinya gagal tapi kenapa uang saya tidak dikembalikan saya sudah chat nindy untuk meminta bantuan tapi penjelasan berbeda dengan kendala saya saya meminta tolong saldo dana saya dikembalikan🙏🙏",2025-05-08 05:37:59
"ini beneran kan gak bercandaa? gw beneran gak bisa nonton film streaming karena kecepatan cuma 6 kb/s ...? Bneran ini?? alamak kudu cepat cepat ganti kartu sih, bener bener kecewa",2025-04-28 20:16:45
kartu paling pantas untuk di musnah kan bangkrut aja perusahaan nya. kata nya jaringan paling bagus masak main game aja jaringan ngelek. lebih lebih pada game genshin impact. kartu penipuan. paket nya sok murah. jaringan gak bisa di pakek. keluhan konsumen tidak di perdulikan. rugi dan menyesal beli kartu ini.,2025-05-12 09:56:01
"udah lumayan sih buat keseharian aja buka instagram tiktok juga ok aja,tapi saranku untuk internet by u ini jangan di pake jadi prioritas karena ya tau lah sinyalnya aja ytta hoki hokian bagus nggaknya tapi kalo pake wifi + by u udah bagus menurutku, saran kedepanya tingkatin aja jaringanya sumpah buat main game gak gerak hanying gua main ml dri imo 339 turun ke 316 gegara sinyal doang keputus putus geramnyeeee😡😡😡",2025-05-07 22:34:41
"kurang memuaskan sya beli paket data 7 GB tapi ngga masuk,mana ngga ada ganti rugi nya lagi,aplikasi by u nya juga ngga bisa di buka baru mau masuk udah keluar lagi",2025-05-02 19:53:19
"Masa buka aplikasi harus mode pesawat dulu, kal buka e-commerce juga sama katanya gak terhubung ke internet tanya ke temen juga sama kayak gt buka aplikasi terjadi kesalahan terus.",2021-05-11 01:33:04
"Halo Nindy n team... Kenapa makin ke sini layanan by.U makin mengecewakan... Terutama masah sinyal... Selama hampir 2 tahun pakai by.U makin parah.... Kadang nge lag... Udah beberapa hari ini sinyal maksimal di E..tapi lebih sering ga ada sinyal. Tolong diperbaiki segera kalau ga mau kehilangan customer. Oya... Klo menghubungi Nindy, tolong segera merespon... Ga usah banyak syarat yg minta dikirim... Udah syarat di kirim ga direspon juga....😵‍💫😵‍💫😵‍💫",2023-11-09 19:19:11
